Title,URL,Short_Intro,Category,Sub-Category,Course Type,Language,Subtitle Languages,Skills,Instructors,Rating,Number of viewers,Duration,Site,Program Type,Courses,Level,Number of Reviews,Unique Projects,Prequisites,What you learn,Related Programs,Monthly access,6-Month access,4-Month access,3-Month access,5-Month access,2-Month access,School,Topics related to CRM,ExpertTracks,FAQs,Course Title,Course URL,Course Short_Intro,Weekly study,Premium course,What's include,Rank,Created by,Program,Number of ratings,Price,COURSE CATEGORIES,combined_features
Understanding Biological Energy,https://www.futurelearn.com/courses/biological-energy,Get an introduction to energy and explore how humans and other living things obtain and use their biological energy sources.,,,,,,,,,,4 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Understanding Biological Energy,https://www.futurelearn.com/courses/biological-energy,Get an introduction to energy and explore how humans and other living things obtain and use their biological energy sources.,3 hours,,,,,,,,,
Come Rain or Shine: Understanding the Weather,https://www.futurelearn.com/courses/come-rain-or-shine,Understand and explore the physical processes behind the weather,,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Come Rain or Shine: Understanding the Weather,https://www.futurelearn.com/courses/come-rain-or-shine,Understand and explore the physical processes behind the weather,4 hours,,,,,,,,,
English for STEM: Understanding Maths Vocabulary,https://www.futurelearn.com/courses/english-for-stem-understanding-maths-vocabulary,Improve your English language skills as you explore key maths concepts to expand your vocabulary and refine your pronunciation.,,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,English for STEM: Understanding Maths Vocabulary,https://www.futurelearn.com/courses/english-for-stem-understanding-maths-vocabulary,Improve your English language skills as you explore key maths concepts to expand your vocabulary and refine your pronunciation.,2 hours,$34," This is a premium course. These courses are designed for professionals from specific industries looking to learn with a smaller group of like-minded individuals. Unlimited access to this course Includes any articles, videos, peer reviews and quizzes Certificate of Achievement to prove your success when you're eligible Download and print your Certificate of Achievement anytime",,,,,,,
Microsoft Future Ready: Fundamentals of Big Data,https://www.futurelearn.com/courses/introtobigdata,Master the basics of big data as you use Microsoft Azure to explore the concepts and technologies to solve big data problems.,,,,,,,,,,2 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Microsoft Future Ready: Fundamentals of Big Data,https://www.futurelearn.com/courses/introtobigdata,Master the basics of big data as you use Microsoft Azure to explore the concepts and technologies to solve big data problems.,4 hours,,,,,,,,,
The Challenge of Global Water Security,https://www.futurelearn.com/courses/global-water-security,An introduction to the challenges of water security on a local and global scale.,,,,,,,,,,4 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,The Challenge of Global Water Security,https://www.futurelearn.com/courses/global-water-security,An introduction to the challenges of water security on a local and global scale.,3 hours,,,,,,,,,
Data Visualisation with Python: Bokeh and Advanced Layouts,https://www.futurelearn.com/courses/data-visualisation-with-python-bokeh-and-advanced-layouts-sc,"Elevate your data visualisation skills and better communicate your data insights with the data visualisation package, Bokeh.",,,,,,,,,,4 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Data Visualisation with Python: Bokeh and Advanced Layouts,https://www.futurelearn.com/courses/data-visualisation-with-python-bokeh-and-advanced-layouts-sc,"Elevate your data visualisation skills and better communicate your data insights with the data visualisation package, Bokeh.",4 hours,,,,,,,,,
Data Visualisation with Python: Matplotlib and Visual Analysis,https://www.futurelearn.com/courses/data-visualisation-with-python-matplotlib-and-visual-analysis-sc,Discover how to produce visual data analytics and business insights with the powerful Python programming language.,,,,,,,,,,4 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Data Visualisation with Python: Matplotlib and Visual Analysis,https://www.futurelearn.com/courses/data-visualisation-with-python-matplotlib-and-visual-analysis-sc,Discover how to produce visual data analytics and business insights with the powerful Python programming language.,4 hours,,,,,,,,,
English for STEM: Understanding Engineering Vocabulary,https://www.futurelearn.com/courses/english-for-stem-understanding-engineering-vocabulary,Improve your English language skills as you learn the essential vocabulary to help you understand key engineering subjects.,,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,English for STEM: Understanding Engineering Vocabulary,https://www.futurelearn.com/courses/english-for-stem-understanding-engineering-vocabulary,Improve your English language skills as you learn the essential vocabulary to help you understand key engineering subjects.,3 hours,$34," This is a premium course. These courses are designed for professionals from specific industries looking to learn with a smaller group of like-minded individuals. Unlimited access to this course Includes any articles, videos, peer reviews and quizzes Certificate of Achievement to prove your success when you're eligible Download and print your Certificate of Achievement anytime",,,,,,,
Logic: The Language of Truth,https://www.futurelearn.com/courses/logic-the-philosophical-science-of-truth,Learn how to use logic to evaluate arguments and discover more about philosophical concepts like truth-tables and logical form.,,,,,,,,,,4 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Logic: The Language of Truth,https://www.futurelearn.com/courses/logic-the-philosophical-science-of-truth,Learn how to use logic to evaluate arguments and discover more about philosophical concepts like truth-tables and logical form.,4 hours,,,,,,,,,
Microsoft Future Ready: Data Science Research Methods Using Python Programming,https://www.futurelearn.com/courses/datasciemethodsonpl-ethics-sc,Discover data collection methods to support your data science research and analysis.,,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Microsoft Future Ready: Data Science Research Methods Using Python Programming,https://www.futurelearn.com/courses/datasciemethodsonpl-ethics-sc,Discover data collection methods to support your data science research and analysis.,5 hours,,,,,,,,,
Sustainable Transportation: An Introduction to E-Mobility,https://www.futurelearn.com/courses/sustainable-transportation-intro-to-e-mobility,"Discover the possibilities of e-mobility and its impact on the environment, the economy, and the future.",,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Sustainable Transportation: An Introduction to E-Mobility,https://www.futurelearn.com/courses/sustainable-transportation-intro-to-e-mobility,"Discover the possibilities of e-mobility and its impact on the environment, the economy, and the future.",4 hours,,,,,,,,,
English for STEM: Understanding Science Vocabulary,https://www.futurelearn.com/courses/english-for-stem-understanding-science-vocabulary,Learn key English vocabulary to help you explore different science subjects and advance your English language skills.,,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,English for STEM: Understanding Science Vocabulary,https://www.futurelearn.com/courses/english-for-stem-understanding-science-vocabulary,Learn key English vocabulary to help you explore different science subjects and advance your English language skills.,3 hours,$34," This is a premium course. These courses are designed for professionals from specific industries looking to learn with a smaller group of like-minded individuals. Unlimited access to this course Includes any articles, videos, peer reviews and quizzes Certificate of Achievement to prove your success when you're eligible Download and print your Certificate of Achievement anytime",,,,,,,
